singers,lyric,title
Mỹ Tâm,"Bài hát: Khi Cô Đơn Anh Gọi Tên Em - Mỹ Tâm  Nắng mai tràn về, bướm hoa cười đùa, Cùng sánh bước bên nhau dưới con phố dài. Đến trong mộng rồi, đến trong cuộc đời, Lòng ngất ngây bên ánh trăng mơ màng.  Đường về cô đơn em luôn mãi nhắc tên người, Tình này em trao cho anh đắm đuối tuyệt vời. Nguyện trọn dâng anh tình yêu đầu trong sáng, Người có hay chăng tình em?  Người yêu dấu có yêu em không chàng hỡi? Đừng giấu giếm cõi lòng đã yêu em rồi. Đời sẽ ấm khi đêm đông anh lạnh giá, Khi cô đơn anh gọi tên em. ",Khi Cô Đơn Anh Gọi Tên Em
Mỹ Tâm,"Bài hát: Hát Cho Người Ở Lại - Mỹ Tâm  Ngày nào em đến bên anh, Tim anh ngẩn ngơ chợt buồn vu vơ, Em rất vô tư, em quá ngây thơ, Làm anh thẫn thờ.  Rồi em cất bước ra đi, Tim anh giá băng, hồn anh chết lặng, Em đã ra đi, không nói năng chi, Anh nhớ mãi dáng em thiên thần.  Bridge Kỷ niệm giờ đây đã qua, Để rồi tim anh héo khô, Nay còn gì khi người xa khuất, Chuyện tình mình sao thiết tha, Để rồi lòng anh xót xa, Anh mãi khóc thương tình ta.  *Chorus: Ngày nào em hát, Hát cho người dấu yêu, Hát cho cuộc tình đầu. Ngày nào em hát, Hát cho tình chúng ta, Em đã hát cho niềm hạnh phúc.  Giờ đây em hát, Hát cho người dấu yêu, Hát cho người ở lại, Giờ đây em hát, Hát cho tình đã xa, ....Hay em chỉ hát cho riêng anh. ",Hát Cho Người Ở Lại
Mỹ Tâm,"Bài hát: Họa Mi Tóc Nâu - Mỹ Tâm  Hoạ mi hoạ mi hót trong vườn khuya Hoạ mi hoạ mi tóc nâu là em đó Hoạ mi hoạ mi hót giữa bầu trời xanh Hoạ mi hoạ mi mong manh những tiếng cười.  Em, hoạ mi yêu dấu hay mộng mơ Hay em ấp như ngày còn thơ Em, tình yêu đến như còn ngủ mơ Nên em vẫn là người bơ vơ.  Từng tia nắng thắp lên mùa xuân Từ mùa xuân êm đềm em hát Và em hát lúc tuổi còn thơ Từ tuổi thơ em biết mơ mộng.  Hoạ mi hót giữa bầu trời xanh Hoạ mi long lanh chào ngày mới Hoạ mi tới những khu vườn thơ Hoạ mi chơ vơ lúc khuya về. ",Họa Mi Tóc Nâu
Mỹ Tâm,Bài hát: Yêu Dại Khờ - Mỹ Tâm  Dù đã biết yêu người luôn trái ngang nhưng em vẫn yêu. Vẫn yêu người thật lòng dù cho nhiều đớn đau. Tình vẫn đó sâu tận trong trái tim sâu trong đáy lòng. Sẽ cho anh rất nhiều dù cho ai kia luôn hững hờ.  Xin cho anh trái tim em yêu dại khờ. Xin cho anh nỗi cô đơn luôn khuất sâu trong lòng. Vẫn biết yêu người không lối thoát. Nhưng tình em hôm nay sẽ trao về anh mãi mãi. Dù cho mai sau người không yêu em. Thì lòng em vẫn thế. Vẫn biết yêu người không lối thoát. Nhưng tình em nơi đây sẽ trao về anh suốt đời. Một lòng yêu anh yêu bằng con tim em mãi muôn đời ,Yêu Dại Khờ
Mỹ Tâm,Bài hát: Cây Đàn Sinh Viên - Mỹ Tâm  Đời sinh viên có cây đàn ghi ta Đàn ngân lên chúng ta cùng hòa ca Có anh bạn xa nhà Có cô bạn nhớ cha Cất vang cùng lời ca  Đời sinh viên quý cây đàn ghi ta Nhờ ghi ta mới *** nàng mời ca Buông tiếng đàn tang tình tang tính Hát lên bài nhớ thương Thương mến tình đồng hương  Đời sinh viên sống trong tình bạn thân Khi anh thấy buồn tôi nâng phím đàn Tính tang tình tình tang Cùng dắt nhau qua những ngày gian khó Cùng dắt nhau qua quãng đời sinh viên  Rồi mai đây bước danh lợi phồn hoa Khi nghe tiếng đàn ta nhớ năm nào Thức suốt đêm dài những ngày thi đến Giờ nhớ nhau nhớ nhau thật nhiều Giờ nhớ nhau ta ôm đàn ghi ta ,Cây Đàn Sinh Viên
Mỹ Tâm,Khẽ ngắt nụ hồng cài lên mái tóc xanh Mẹ yêu Tóc rối một đời vì năm tháng trở che đời con Khi thơ ấu con nào đâu có biết Mẹ lặng lẽ trong ngàn nỗi muộn phiền Dù bao gió mưa tình Mẹ vẫn thiết tha êm đềm  Mẹ là những tiếng hát ấm áp ru con khi đông lạnh về Mẹ là những ánh nắng lấp lánh đưa con đi trên đường quê Để con khôn lớn lên dang rộng đôi vai Rồi đưa chân bước đi theo từng đêm vui Mẹ vẫn thứ tha dù cho con mang bao nhiêu lầm lỗi  Mẹ đã có phút giấu nước mắt cho con thơ ngây nụ cười Mẹ đã có lúc thức trắng cho con bao đêm ngủ say Để con nâng bó hoa xinh chào tương lai Mẹ cô đơn đứng bên hiên đầy mưa bay Trên mỗi bước đi xin mãi khắc ghi TÌNH MẸ BAO LA BIỂN TRỜI ,Tình Mẹ
Mỹ Tâm,"Bái Hát: Dấu Yêu - Mỹ Tâm  Tình như thoáng mây, để cơn gió cuốn trôi bao ngày Tình sao chóng phai, để mình ta ôm sầu đắng Ngày nào còn thấy môi anh cười Giờ chỉ là dĩ vãng xa rồi Nhớ anh, em vẫn thầm nhớ ...  Một mai nhé anh, về bên ấy chớ quên câu thề Lời yêu đắm say, mình đã trót trao ngày ấy Ngày nào còn có anh trong đời Giờ chỉ là giấc mơ qua rồi Nhớ anh, em nhớ suốt đời  Dấu yêu ngày xưa, này anh có nhớ không Vắng anh đời em ngày đêm vẫn nhớ mong Thoáng nghe hồn chơi vơi, khi tình đôi ta đã xa Còn đâu...  Dấu yêu ngày xưa vì sao anh nỡ quên Vắng anh đời em ngày càng nhung nhớ thêm Thoáng nghe hồn bâng khuâng, mơ hình bóng anh về.  ",Dấu Yêu
Mỹ Tâm,"Bài hát: Quê Hương Tuổi Thơ Tôi - Mỹ Tâm  Tôi yêu quê tôi, xanh xanh luỹ tre Quê hương tuổi thơ đi qua đời tôi Đường lang quanh co, sông thu êm đềm Thả diều đá bóng, nắng cháy giữa đồng.  Biển trời mênh mông, tôi bay ngày ấy Tiếng tu hú gọi thấy nhớ biết bao Tôi xa quê hương bao năm tháng qua Nhưng trong trái tim không bao giờ xa.  Lời mẹ ru con hiu hiu trưa hè Mùa lụt nước lũ, bắt cá giữa đường Kỷ niệm yêu thương cho tôi ngày ấy Biết đâu tìm lại, biết đâu mà tìm.  [ĐK:] Ngày ấy đâu rồi, ngày ấy đâu rồi Cho tôi tìm lại một ngày ấu thơ Cho tôi tìm lại, cho tôi một ngày.  Ngày ấy đâu rồi, ngày ấy đâu rồi Cho tôi tìm lại một ngày ấu thơ Những câu chuyện cổ mẹ kể năm nào. ",Quê Hương Tuổi Thơ Tôi
Mỹ Tâm,"Bài hát : Yêu Mãi Ngàn Năm Ca sĩ : Mỹ Tâm  Anh yêu, ôm em trong vòng tay nóng ấm Quấn quýt tựa ngày xưa duyên thắm Hãy đắm say mối tình để nhớ đêm thanh bình Chỉ có ta bên đời nhau, trong lòng nhau Anh yêu, trái tim xa lìa anh đã vỡ Tình mới vào đời anh như gió Chỉ có em quay mặt, ôm trái tim lưu đày Thành đá khô, im lìm đây, em chờ anh  Chờ anh mãi hơn ngàn năm giữa nắng mưa trần gian Vẫn yêu anh như tình thơ Về thôi nhé em chờ anh về Bối rối tay cầm tay Ta dìu nhau, dắt nhau chan tràn màu mơ  See me as if you never knew Hold me so you can't let go Just believe in me I will make you see All the things that you r heart needs to know  I'll be waiting for you Here inside my heart I'm the one who wants to love you more You will see I can give you Everything you need Let me be the one to love you more  Some way all the love that we had can be saved Whatever it takes we'll find a way Believe in me  I will make you see All the things that your heart needs to know I'll be waiting for you Here inside my heart I'm the one who wants to love you more Cuz you see I can give you Everything you need Let me be the one to love you more ",Yêu Mãi Ngàn Năm
"Mỹ Tâm,Hiền Thục,Cẩm Vân","- Hiện chưa có lời bài hát nào cho Bông Hồng Cài Áo (Live) do ca sĩ Mỹ Tâm , Hiền Thục , Cẩm Vân , V.A trình bày. Bạn có thể click vào đây để đăng lời cho bài hát này. ",Bông Hồng Cài Áo (Live)
Mỹ Tâm,- Hiện chưa có lời bài hát nào cho Hát Cho Người Ở Lại Beat do ca sĩ Mỹ Tâm trình bày. Bạn có thể click vào đây để đăng lời cho bài hát này. ,Hát Cho Người Ở Lại Beat
Mỹ Tâm,"Bài hát : Yêu Mãi Ngàn Năm Ca sĩ : Mỹ Tâm  Anh yêu, ôm em trong vòng tay nóng ấm Quấn quýt tựa ngày xưa duyên thắm Hãy đắm say mối tình để nhớ đêm thanh bình Chỉ có ta bên đời nhau, trong lòng nhau Anh yêu, trái tim xa lìa anh đã vỡ Tình mới vào đời anh như gió Chỉ có em quay mặt, ôm trái tim lưu đày Thành đá khô, im lìm đây, em chờ anh  Chờ anh mãi hơn ngàn năm giữa nắng mưa trần gian Vẫn yêu anh như tình thơ Về thôi nhé em chờ anh về Bối rối tay cầm tay Ta dìu nhau, dắt nhau chan tràn màu mơ  See me as if you never knew Hold me so you can't let go Just believe in me I will make you see All the things that you r heart needs to know  I'll be waiting for you Here inside my heart I'm the one who wants to love you more You will see I can give you Everything you need Let me be the one to love you more  Some way all the love that we had can be saved Whatever it takes we'll find a way Believe in me  I will make you see All the things that your heart needs to know I'll be waiting for you Here inside my heart I'm the one who wants to love you more Cuz you see I can give you Everything you need Let me be the one to love you more ",Yêu Mãi Ngàn Năm
Mỹ Tâm,Bài Hát: Bài Ca Đêm - Mỹ Tâm  Rồi đêm sẽ qua. Cuộc vui cũng qua Anh vẫn bên em trọn đêm này  Ngày mai nắng lên. Biển xanh sóng êm Câu hát đêm nay chợt vút cao!  Em đi bên anh giữa đêm thần tiên Đêm nay với anh tuyệt vời Nụ cười thật hiền Giấu trong đêm xanh bình yên ĐK:  Những khúc ca buồn Rồi sẽ tan vào lãng quên Em đang hát lên bài hát êm đềm Những lo buồn muộn phiền sẽ qua!  Hát suốt đêm này Bài hát cho ngày mai Ta đang hát lên bài ca thiết tha Hát như cỏ hoa thật thà   ,Bài Ca Đêm
"Mỹ Tâm,DJ","- Hiện chưa có lời bài hát nào cho Nhớ Remix do ca sĩ Mỹ Tâm , DJ trình bày. Bạn có thể click vào đây để đăng lời cho bài hát này. ",Nhớ Remix
Mỹ Tâm,"Bài Hát: Biển Gọi - Mỹ Tâm  Đứng trước biển Đêm nay tôi và anh Nghe nỗi tình cờ Len lỏi cõi đam mê Trời và gió như muốn lặng câm Cho hơi thở anh ru lời tâm sự  Sóng ngập ngừng vang lên Anh ơi, anh ơi này anh ơi. Đứng trước biển Bên nhau sao chẳng nhớ. Lòng bộn bề Sóng xô cát buồn tênh  Chẳng vì anh, Chẳng vì nỗi đam mê , Chẳng vì tôi, Nhưng vì biển sao, Không. không, không bao giờ  Biển đêm xô sóng gọi mê hồn ta Ngất ngây vòng tay mộng mơ, mộng mơ Vắng anh chìm trong hồn thơ , Đắm say rồi biển như chợt hát  Và nghe thương nhớ về bên đời nhau Cánh chim hải âu về đâu về đâu Hỡi anh ngày sau đừng quên Nhớ nhau thì gọi nhau tên biển.  ",Biển Gọi
Mỹ Tâm,"Bài Hát: Tôi Ngàn Năm Đợi - Mỹ Tâm  Đêm cô đơn không còn ai lang thang Con phố lạnh thật buồn Có tình tôi mênh mang Ánh trăng tàn ngọn vàng có tình tôi mênh mang Ánh trăng tàn ngọn vàng Đêm hoang vu, yêu ngàn năm thiên thu Nơi gốc bụi đường trần Tôi là con thiêu thân, đứng trước cổng đèn vàng Em nhìn tôi trên cao, thương tình tôi lao xao Em thanh cao, tình em sáng lấp lánh, như ngàn sao trên trời ...  Tôi ngây ngô, trông cây em cuối góc phố, ôm mộng mơ.. Em trăng non sáng cho đêm rằm Như mây tan giữa không gian Tôi ngàn năm đợi, dẫu tình xa vời Nỗi đau của tôi... Đêm suy tư trong tình yêu suy tư Cơn gió nào lạc loài, cuốn tình tôi qua đây Bấy như loài cỏ dại, khiến tình tôi lay hoay Dấu đêm dài miệt mài Đêm cô đơn muôn vì sao không tên Như đám bạn thật hiền, thức cùng tôi thâu đêm Nhớ thương về một người, khiến hạt mưa bay bay Đêm nằm nghe hay hay  nhớ hạt mưa bay bay Thương tình đầu ",Tôi Ngàn Năm Đợi
Mỹ Tâm,Bài Hát: Tình Yêu Giáng Sinh - Mỹ Tâm  Tình yêu trên cao gửi gió bay về Về nơi thân yêu tình người trong sáng Gửi mùa đông đến cho thế gian này Người người yêu nhau quên những nỗi buồn.  Tình yêu mãi mãi mang đến cho nhau Nụ hoa xinh tươi trong vòng tay ấm Trên cao muôn vàn gọi tình yêu thiết tha Trên cao những vị thần cùng mùa đông hát ca.  Chúa đến với nhân thế soi sáng trong khắp nhân gian Ánh sao diệu kì đẹp giữa tiếng hát Thiên Thần. ,Tình Yêu Giáng Sinh
"Mỹ Tâm,Thu Minh,Uyên Linh","- Hiện chưa có lời bài hát nào cho Ước Mơ (Live) do ca sĩ Mỹ Tâm , Thu Minh , Uyên Linh trình bày. Bạn có thể click vào đây để đăng lời cho bài hát này. ",Ước Mơ (Live)
Mỹ Tâm,"Nước mắt cứ rớt mãi không thôi khi ngồi một mình nhớ anh Từ khi ta có nhau mình đã cách xa bao lần Nghìn trùng xa quá xa từng giọt tình mình ngày buồn đêm nhớ nhung Giờ đây em ước chi rồi có một ngày  Một ngày có nhau sẽ không bao giờ, em phải sống với nỗi khát khao nhớ anh Ước chi có anh bên mình để ta gần bên nhau mãi  Về đi anh vì nơi đây, con tim em luôn mong luôn nhớ anh vô bờ Anh hỡi về đi anh, cho đôi ta bên nhau say đắm như hôm nào Vắng xa anh sầu vương nát tan trong cõi lòng Tình em tha thiết và em đã biết dù ngàn năm nữa tình em vẫn thế Vì em đã trót yêu anh thật rồi  Về nhà đi anh, chẳng thể vui đâu Tình mình hai nơi ngày dài mãi đêm thâu một mình em nhớ anh Nơi trái tim này, em đã yêu rồi, yêu đắm say tình em ngất ngây mà sao anh hững hờ Về nhà đi anh, tình là trăm năm chỉ cần bên nhau ngày buồn trôi mau cuộc đời ta có nhau Dù trăm năm nữa hoặc ngàn năm nữa chỉ xin được yêu anh mãi ",Về Đi Anh
"Mỹ Tâm,DJ","- Hiện chưa có lời bài hát nào cho Ước Gì Remix do ca sĩ Mỹ Tâm , DJ trình bày. Bạn có thể click vào đây để đăng lời cho bài hát này. ",Ước Gì Remix
Mỹ Tâm,Bài hát: Hát Lên Bạn Nhé - Mỹ Tâm  Rồi một ngày ta thấy trái tim Sục sôi dường như băng giá Rồi một lần ta thấy giấc mơ Hồn nhiên dường như tan biến.  Ta hát hát lên đi Ta hát hát lên đi Hát lên quên bao gian khó Hát lên băng qua sóng gió Bạn hỡi vỗ đều tay nhé Bạn hỡi ta cùng hát vang.  Hát lên bạn nhé hát cho ngày mai Hát cho lời sông núi chảy trong tim người Hát lên bạn nhé hát cho ngày mai Đuốc thiên từ muôn cánh tay cùng vươn tới.  Hát lên bạn nhé hát cho ngày mai Hát lên cùng thế giới ước mơ an hòa Hát lên bạn nhé hát cho ngày mai Hát cho niềm tin mới trong từng con tim. ,Hát Lên Bạn Nhé
Mỹ Tâm,"Bài hát: Mùa Hè Thương Yêu - Mỹ Tâm  Ngày tháng trôi qua mau cho lòng thêm nuối tiếc một thời mộng mơ đã qua Còn đâu nữa bóng dáng dịu dàng tà áo trắng thướt tha sân trường Sẽ không còn những khi bâng khuâng nghe hè về trống vắng phượng buồn ngập tràn lối đi Giọt nước mắt rớt khẽ bờ mi ,làn môi thắm chứa chan nỗi niềm, luyến lưu ngày cách xa. Từng chiều qua đây ngập ngừng vu vơ chìm vào trong nỗi nhớ Nhớ rồi quên bao năm tháng dịu êm.Giờ chỉ là dĩ vãng Mùa hè ơi sao đến vội vàng chia tay nhé bạn thân và từ biệt mái trường.  Ngày tháng trôi qua mau cho lòng thêm nuối tiếc một thời mộng mơ đã qua Còn đâu nữa bóng dáng dịu dàng tà áo trắng thướt tha sân trường Sẽ không còn những khi bâng khuâng, nghe hè về trống vắng Phượng buồn ngập tràn lối đi, giọt nước mắt rớt khẽ bờ mi Làn môi thắm chứa chan nỗi niềm luyến lưu ngày cách xa.  Từng chiều qua đây ngập ngừng vu vơ, chìm vào trong nỗi nhớ Nhớ rồi quên bao năm tháng dịu êm.Giờ chỉ là dĩ vãng Mùa hè ơi sao đến vội vàng, chia tay nhé bạn thân, và từ biệt mái trường. ",Mùa Hè Thương Yêu
